#time[s],LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8,LED9,LED10
5.8,0,0,0,0,0,0,20,70,100,0
5.81,0,0,0,0,0,0,19,69,100,0
5.82,0,0,0,0,0,0,18,68,100,0
5.83,0,0,0,0,0,0,17,67,100,0
5.84,0,0,0,0,0,0,16,66,100,0
5.85,0,0,0,0,0,0,15,65,100,0
5.86,0,0,0,0,0,0,14,64,100,0
5.87,0,0,0,0,0,0,13,63,100,0
5.88,0,0,0,0,0,0,12,62,100,0
5.89,0,0,0,0,0,0,11,61,100,0
5.9,0,0,0,0,0,0,10,60,100,0
5.91,0,0,0,0,0,0,9,59,100,0
5.92,0,0,0,0,0,0,8,58,100,0
5.93,0,0,0,0,0,0,7,57,100,0
5.94,0,0,0,0,0,0,6,56,100,0
5.95,0,0,0,0,0,0,5,55,100,0
5.96,0,0,0,0,0,0,4,54,100,0
5.97,0,0,0,0,0,0,3,53,100,0
5.98,0,0,0,0,0,0,2,52,100,0
5.99,0,0,0,0,0,0,1,51,100,0
6,0,0,0,0,0,0,0,50,100,0
6.01,0,0,0,0,0,0,0,49,99,0
6.02,0,0,0,0,0,0,0,48,98,0
6.03,0,0,0,0,0,0,0,47,97,0
6.04,0,0,0,0,0,0,0,46,96,0
6.05,0,0,0,0,0,0,0,45,95,0
6.06,0,0,0,0,0,0,0,44,94,0
6.07,0,0,0,0,0,0,0,43,93,0
6.08,0,0,0,0,0,0,0,42,92,0
6.09,0,0,0,0,0,0,0,41,91,0
6.1,0,0,0,0,0,0,0,40,90,0
6.11,0,0,0,0,0,0,0,39,89,0
6.12,0,0,0,0,0,0,0,38,88,0
6.13,0,0,0,0,0,0,0,37,87,0
6.14,0,0,0,0,0,0,0,36,86,0
6.15,0,0,0,0,0,0,0,35,85,0
6.16,0,0,0,0,0,0,0,34,84,0
6.17,0,0,0,0,0,0,0,33,83,0
6.18,0,0,0,0,0,0,0,32,82,0
6.19,0,0,0,0,0,0,0,31,81,0
6.2,0,0,0,0,0,0,0,30,80,0
6.21,0,0,0,0,0,0,0,29,79,0
6.22,0,0,0,0,0,0,0,28,78,0
6.23,0,0,0,0,0,0,0,27,77,0
6.24,0,0,0,0,0,0,0,26,76,0
6.25,0,0,0,0,0,0,0,25,75,0
6.26,0,0,0,0,0,0,0,24,74,0
6.27,0,0,0,0,0,0,0,23,73,0
6.28,0,0,0,0,0,0,0,22,72,0
6.29,0,0,0,0,0,0,0,21,71,0
6.3,0,0,0,0,0,0,0,20,70,0
6.31,0,0,0,0,0,0,0,19,69,0
6.32,0,0,0,0,0,0,0,18,68,0
6.33,0,0,0,0,0,0,0,17,67,0
6.34,0,0,0,0,0,0,0,16,66,0
6.35,0,0,0,0,0,0,0,15,65,0
6.36,0,0,0,0,0,0,0,14,64,0
6.37,0,0,0,0,0,0,0,13,63,0
6.38,0,0,0,0,0,0,0,12,62,0
6.39,0,0,0,0,0,0,0,11,61,0
6.4,0,0,0,0,0,0,0,10,60,0
6.41,0,0,0,0,0,0,0,9,59,0
6.42,0,0,0,0,0,0,0,8,58,0
6.43,0,0,0,0,0,0,0,7,57,0
6.44,0,0,0,0,0,0,0,6,56,0
6.45,0,0,0,0,0,0,0,5,55,0
6.46,0,0,0,0,0,0,0,4,54,0
6.47,0,0,0,0,0,0,0,3,53,0
6.48,0,0,0,0,0,0,0,2,52,0
6.49,0,0,0,0,0,0,0,1,51,0
6.5,0,0,0,0,0,0,0,0,50,0
6.51,0,0,0,0,0,0,0,0,49,0
6.52,0,0,0,0,0,0,0,0,48,0
6.53,0,0,0,0,0,0,0,0,47,0
6.54,0,0,0,0,0,0,0,0,46,0
6.55,0,0,0,0,0,0,0,0,45,0
6.56,0,0,0,0,0,0,0,0,44,0
6.57,0,0,0,0,0,0,0,0,43,0
6.58,0,0,0,0,0,0,0,0,42,0
6.59,0,0,0,0,0,0,0,0,41,0
6.6,0,0,0,0,0,0,0,0,40,0
6.61,0,0,0,0,0,0,0,0,39,0
6.62,0,0,0,0,0,0,0,0,38,0
6.63,0,0,0,0,0,0,0,0,37,0
6.64,0,0,0,0,0,0,0,0,36,0
6.65,0,0,0,0,0,0,0,0,35,0
6.66,0,0,0,0,0,0,0,0,34,0
6.67,0,0,0,0,0,0,0,0,33,0
6.68,0,0,0,0,0,0,0,0,32,0
6.69,0,0,0,0,0,0,0,0,31,0
6.7,0,0,0,0,0,0,0,0,30,0
6.71,0,0,0,0,0,0,0,0,29,0
6.72,0,0,0,0,0,0,0,0,28,0
6.73,0,0,0,0,0,0,0,0,27,0
6.74,0,0,0,0,0,0,0,0,26,0
6.75,0,0,0,0,0,0,0,0,25,0
6.76,0,0,0,0,0,0,0,0,24,0
6.77,0,0,0,0,0,0,0,0,23,0
6.78,0,0,0,0,0,0,0,0,22,0
6.79,0,0,0,0,0,0,0,0,21,0
6.8,0,0,0,0,0,0,0,0,20,0
6.81,0,0,0,0,0,0,0,0,19,0
6.82,0,0,0,0,0,0,0,0,18,0
6.83,0,0,0,0,0,0,0,0,17,0
6.84,0,0,0,0,0,0,0,0,16,0
6.85,0,0,0,0,0,0,0,0,15,0
6.86,0,0,0,0,0,0,0,0,14,0
6.87,0,0,0,0,0,0,0,0,13,0
6.88,0,0,0,0,0,0,0,0,12,0
6.89,0,0,0,0,0,0,0,0,11,0
6.9,0,0,0,0,0,0,0,0,10,0
6.91,0,0,0,0,0,0,0,0,9,0
6.92,0,0,0,0,0,0,0,0,8,0
6.93,0,0,0,0,0,0,0,0,7,0
6.94,0,0,0,0,0,0,0,0,6,0
6.95,0,0,0,0,0,0,0,0,5,0
6.96,0,0,0,0,0,0,0,0,4,0
6.97,0,0,0,0,0,0,0,0,3,0
6.98,0,0,0,0,0,0,0,0,2,0
6.99,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,0,0
7.01,0,0,0,0,0,0,0,0,0,0
7.02,0,0,0,0,0,0,0,0,0,0
7.03,0,0,0,0,0,0,0,0,0,0
7.04,0,0,0,0,0,0,0,0,0,0
7.05,0,0,0,0,0,0,0,0,0,0
7.06,0,0,0,0,0,0,0,0,0,0
7.07,0,0,0,0,0,0,0,0,0,0
7.08,0,0,0,0,0,0,0,0,0,0
7.09,0,0,0,0,0,0,0,0,0,0
7.1,0,0,0,0,0,0,0,0,0,0
7.11,0,0,0,0,0,0,0,0,0,0
7.12,0,0,0,0,0,0,0,0,0,0
7.13,0,0,0,0,0,0,0,0,0,0
7.14,0,0,0,0,0,0,0,0,0,0
7.15,0,0,0,0,0,0,0,0,0,0
7.16,0,0,0,0,0,0,0,0,0,0
7.17,0,0,0,0,0,0,0,0,0,0
7.18,0,0,0,0,0,0,0,0,0,0
7.19,0,0,0,0,0,0,0,0,0,0
7.2,0,0,0,0,0,0,0,0,0,0
7.21,0,0,0,0,0,0,0,0,0,0
7.22,0,0,0,0,0,0,0,0,0,0
7.23,0,0,0,0,0,0,0,0,0,0
7.24,0,0,0,0,0,0,0,0,0,0
7.25,0,0,0,0,0,0,0,0,0,0
7.26,0,0,0,0,0,0,0,0,0,0
7.27,0,0,0,0,0,0,0,0,0,0
7.28,0,0,0,0,0,0,0,0,0,0
7.29,0,0,0,0,0,0,0,0,0,0
7.3,0,0,0,0,0,0,0,0,0,0
7.31,0,0,0,0,0,0,0,0,0,0
7.32,0,0,0,0,0,0,0,0,0,0
7.33,0,0,0,0,0,0,0,0,0,0
7.34,0,0,0,0,0,0,0,0,0,0
7.35,0,0,0,0,0,0,0,0,0,0
7.36,0,0,0,0,0,0,0,0,0,0
7.37,0,0,0,0,0,0,0,0,0,0
7.38,0,0,0,0,0,0,0,0,0,0
7.39,0,0,0,0,0,0,0,0,0,0
7.4,0,0,0,0,0,0,0,0,0,0
7.41,0,0,0,0,0,0,0,0,0,0
7.42,0,0,0,0,0,0,0,0,0,0
7.43,0,0,0,0,0,0,0,0,0,0
7.44,0,0,0,0,0,0,0,0,0,0
7.45,0,0,0,0,0,0,0,0,0,0
7.46,0,0,0,0,0,0,0,0,0,0
7.47,0,0,0,0,0,0,0,0,0,0
7.48,0,0,0,0,0,0,0,0,0,0
7.49,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0
7.51,0,0,0,0,0,0,0,0,0,0
7.52,0,0,0,0,0,0,0,0,0,0
7.53,0,0,0,0,0,0,0,0,0,0
7.54,0,0,0,0,0,0,0,0,0,0
7.55,0,0,0,0,0,0,0,0,0,0
7.56,0,0,0,0,0,0,0,0,0,0
7.57,0,0,0,0,0,0,0,0,0,0
7.58,0,0,0,0,0,0,0,0,0,0
7.59,0,0,0,0,0,0,0,0,0,0
7.6,0,0,0,0,0,0,0,0,0,0
7.61,0,0,0,0,0,0,0,0,0,0
7.62,0,0,0,0,0,0,0,0,0,0
7.63,0,0,0,0,0,0,0,0,0,0
7.64,0,0,0,0,0,0,0,0,0,0
7.65,0,0,0,0,0,0,0,0,0,0
7.66,0,0,0,0,0,0,0,0,0,0
7.67,0,0,0,0,0,0,0,0,0,0
7.68,0,0,0,0,0,0,0,0,0,0
7.69,0,0,0,0,0,0,0,0,0,0
7.7,0,0,0,0,0,0,0,0,0,0
7.71,0,0,0,0,0,0,0,0,0,0
7.72,0,0,0,0,0,0,0,0,0,0
7.73,0,0,0,0,0,0,0,0,0,0
7.74,0,0,0,0,0,0,0,0,0,0
7.75,0,0,0,0,0,0,0,0,0,0
7.76,0,0,0,0,0,0,0,0,0,0
7.77,0,0,0,0,0,0,0,0,0,0
7.78,0,0,0,0,0,0,0,0,0,0
7.79,0,0,0,0,0,0,0,0,0,0
7.8,0,0,0,0,0,0,0,0,0,0
7.81,0,0,0,0,0,0,0,0,0,0
7.82,0,0,0,0,0,0,0,0,0,0
7.83,0,0,0,0,0,0,0,0,0,0
7.84,0,0,0,0,0,0,0,0,0,0
7.85,0,0,0,0,0,0,0,0,0,0
7.86,0,0,0,0,0,0,0,0,0,0
7.87,0,0,0,0,0,0,0,0,0,0
7.88,0,0,0,0,0,0,0,0,0,0
7.89,0,0,0,0,0,0,0,0,0,0
7.9,0,0,0,0,0,0,0,0,0,0
7.91,0,0,0,0,0,0,0,0,0,0
7.92,0,0,0,0,0,0,0,0,0,0
7.93,0,0,0,0,0,0,0,0,0,0
7.94,0,0,0,0,0,0,0,0,0,0
7.95,0,0,0,0,0,0,0,0,0,0
7.96,0,0,0,0,0,0,0,0,0,0
7.97,0,0,0,0,0,0,0,0,0,0
7.98,0,0,0,0,0,0,0,0,0,0
7.99,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
